english,synonym,source
access,accession,Open English WordNet 2025 synset
access,admission,Open English WordNet 2025 synset
access,admittance,Open English WordNet 2025 synset
access,approach,Open English WordNet 2025 synset
access,entree,Open English WordNet 2025 synset
access,memory access,Open English WordNet 2025 synset
access code,access,Open English WordNet 2025 synset
accessary,accessory,Open English WordNet 2025 synset
accessibility,approachability,Open English WordNet 2025 synset
accessibility,availability,Open English WordNet 2025 synset
accessibility,availableness,Open English WordNet 2025 synset
accessibility,handiness,Open English WordNet 2025 synset
accessible,approachable,Open English WordNet 2025 synset
accession,access,Open English WordNet 2025 synset
accession,addition,Open English WordNet 2025 synset
accession,admission,Open English WordNet 2025 synset
accession,admittance,Open English WordNet 2025 synset
accession,assenting,Open English WordNet 2025 synset
accession,entree,Open English WordNet 2025 synset
accession,rise to power,Open English WordNet 2025 synset
accessory,accessary,Open English WordNet 2025 synset
accessory,add-on,Open English WordNet 2025 synset
accessory,adjunct,Open English WordNet 2025 synset
accessory,adjuvant,Open English WordNet 2025 synset
accessory,ancillary,Open English WordNet 2025 synset
accessory,appurtenance,Open English WordNet 2025 synset
accessory,appurtenant,Open English WordNet 2025 synset
accessory,auxiliary,Open English WordNet 2025 synset
accessory,supplement,Open English WordNet 2025 synset
accidence,inflectional morphology,Open English WordNet 2025 synset
accident,chance event,Open English WordNet 2025 synset
accident,fortuity,Open English WordNet 2025 synset
accident,stroke,Open English WordNet 2025 synset
accidental,inadvertent,Open English WordNet 2025 synset
acclaim,acclamation,Open English WordNet 2025 synset
acclaim,applaud,Open English WordNet 2025 synset
acclaim,clap,Open English WordNet 2025 synset
acclaim,eclat,Open English WordNet 2025 synset
acclaim,plaudit,Open English WordNet 2025 synset
acclaim,plaudits,Open English WordNet 2025 synset
acclaim,spat,Open English WordNet 2025 synset
acclamation,acclaim,Open English WordNet 2025 synset
acclamation,eclat,Open English WordNet 2025 synset
acclamation,plaudit,Open English WordNet 2025 synset
acclamation,plaudits,Open English WordNet 2025 synset
acclimate,acclimatise,Open English WordNet 2025 synset
acclimate,acclimatize,Open English WordNet 2025 synset
acclimation,acclimatisation,Open English WordNet 2025 synset
acclimation,acclimatization,Open English WordNet 2025 synset
acclimatisation,acclimation,Open English WordNet 2025 synset
acclimatisation,acclimatization,Open English WordNet 2025 synset
acclimatise,acclimate,Open English WordNet 2025 synset
acclimatise,acclimatize,Open English WordNet 2025 synset
acclimatization,acclimation,Open English WordNet 2025 synset
acclimatization,acclimatisation,Open English WordNet 2025 synset
acclimatize,acclimate,Open English WordNet 2025 synset
acclimatize,acclimatise,Open English WordNet 2025 synset
acclivity,ascent,Open English WordNet 2025 synset
acclivity,climb,Open English WordNet 2025 synset
acclivity,raise,Open English WordNet 2025 synset
acclivity,rise,Open English WordNet 2025 synset
acclivity,upgrade,Open English WordNet 2025 synset
accolade,award,Open English WordNet 2025 synset
accolade,honor,Open English WordNet 2025 synset
accolade,honour,Open English WordNet 2025 synset
accolade,laurels,Open English WordNet 2025 synset
accommodate,adapt,Open English WordNet 2025 synset
accommodate,admit,Open English WordNet 2025 synset
accommodate,conciliate,Open English WordNet 2025 synset
accommodate,fit,Open English WordNet 2025 synset
accommodate,hold,Open English WordNet 2025 synset
accommodate,lodge,Open English WordNet 2025 synset
accommodate,oblige,Open English WordNet 2025 synset
accommodate,reconcile,Open English WordNet 2025 synset
accommodate,suit,Open English WordNet 2025 synset
accommodating,accommodative,Open English WordNet 2025 synset
accommodatingly,obligingly,Open English WordNet 2025 synset
accommodation,adjustment,Open English WordNet 2025 synset
accommodation,fitting,Open English WordNet 2025 synset
accommodative,accommodating,Open English WordNet 2025 synset
accommodative,cooperative,Open English WordNet 2025 synset
accommodative,reconciling,Open English WordNet 2025 synset
accompaniment,attendant,Open English WordNet 2025 synset
accompaniment,backup,Open English WordNet 2025 synset
accompaniment,co-occurrence,Open English WordNet 2025 synset
accompaniment,complement,Open English WordNet 2025 synset
accompaniment,concomitant,Open English WordNet 2025 synset
accompaniment,escort,Open English WordNet 2025 synset
accompaniment,musical accompaniment,Open English WordNet 2025 synset
accompaniment,support,Open English WordNet 2025 synset
accompanist,accompanyist,Open English WordNet 2025 synset
accompany,attach to,Open English WordNet 2025 synset
accompany,come with,Open English WordNet 2025 synset
accompany,companion,Open English WordNet 2025 synset
accompany,company,Open English WordNet 2025 synset
accompany,follow,Open English WordNet 2025 synset
accompany,go with,Open English WordNet 2025 synset
accompany,keep company,Open English WordNet 2025 synset
accompany,play along,Open English WordNet 2025 synset
accompanying,attendant,Open English WordNet 2025 synset
accompanying,collateral,Open English WordNet 2025 synset
accompanying,concomitant,Open English WordNet 2025 synset
accompanying,consequent,Open English WordNet 2025 synset
accompanying,ensuant,Open English WordNet 2025 synset
accompanying,incidental,Open English WordNet 2025 synset
accompanying,resultant,Open English WordNet 2025 synset
accompanying,sequent,Open English WordNet 2025 synset
accompanyist,accompanist,Open English WordNet 2025 synset
accomplice,confederate,Open English WordNet 2025 synset
accomplish,achieve,Open English WordNet 2025 synset
accomplish,action,Open English WordNet 2025 synset
accomplish,attain,Open English WordNet 2025 synset
accomplish,carry out,Open English WordNet 2025 synset
accomplish,carry through,Open English WordNet 2025 synset
accomplish,execute,Open English WordNet 2025 synset
accomplish,fulfil,Open English WordNet 2025 synset
accomplish,fulfill,Open English WordNet 2025 synset
accomplish,reach,Open English WordNet 2025 synset
accomplishable,achievable,Open English WordNet 2025 synset
accomplishable,doable,Open English WordNet 2025 synset
accomplishable,manageable,Open English WordNet 2025 synset
accomplishable,realizable,Open English WordNet 2025 synset
accomplished,complete,Open English WordNet 2025 synset
accomplished fact,fait accompli,Open English WordNet 2025 synset
accomplishment,achievement,Open English WordNet 2025 synset
accomplishment,acquirement,Open English WordNet 2025 synset
accomplishment,acquisition,Open English WordNet 2025 synset
accomplishment,attainment,Open English WordNet 2025 synset
accomplishment,skill,Open English WordNet 2025 synset
accord,accordance,Open English WordNet 2025 synset
accord,agree,Open English WordNet 2025 synset
accord,agreement,Open English WordNet 2025 synset
accord,allot,Open English WordNet 2025 synset
accord,concord,Open English WordNet 2025 synset
accord,conformity,Open English WordNet 2025 synset
accord,consort,Open English WordNet 2025 synset
accord,fit in,Open English WordNet 2025 synset
accord,grant,Open English WordNet 2025 synset
accord,harmonise,Open English WordNet 2025 synset
accord,harmonize,Open English WordNet 2025 synset
accord,pact,Open English WordNet 2025 synset
accord,treaty,Open English WordNet 2025 synset
accordance,accord,Open English WordNet 2025 synset
accordance,accordance of rights,Open English WordNet 2025 synset
accordance,conformity,Open English WordNet 2025 synset
accordance of rights,accordance,Open English WordNet 2025 synset
accordant,agreeable,Open English WordNet 2025 synset
accordant,concordant,Open English WordNet 2025 synset
accordant,conformable,Open English WordNet 2025 synset
accordant,consonant,Open English WordNet 2025 synset
accordingly,consequently,Open English WordNet 2025 synset
accordion,squeeze box,Open English WordNet 2025 synset
accost,hook,Open English WordNet 2025 synset
accost,solicit,Open English WordNet 2025 synset
accoucheur,obstetrician,Open English WordNet 2025 synset
account,account statement,Open English WordNet 2025 synset
account,accounting,Open English WordNet 2025 synset
account,bill,Open English WordNet 2025 synset
account,business relationship,Open English WordNet 2025 synset
account,calculate,Open English WordNet 2025 synset
account,chronicle,Open English WordNet 2025 synset
account,describe,Open English WordNet 2025 synset
account,explanation,Open English WordNet 2025 synset
account,history,Open English WordNet 2025 synset
account,invoice,Open English WordNet 2025 synset
account,news report,Open English WordNet 2025 synset
account,report,Open English WordNet 2025 synset
account,score,Open English WordNet 2025 synset
account,story,Open English WordNet 2025 synset
account,write up,Open English WordNet 2025 synset
account book,book,Open English WordNet 2025 synset
account book,book of account,Open English WordNet 2025 synset
account book,ledger,Open English WordNet 2025 synset
account book,leger,Open English WordNet 2025 synset
account statement,account,Open English WordNet 2025 synset
account statement,accounting,Open English WordNet 2025 synset
accountability,answerability,Open English WordNet 2025 synset
accountability,answerableness,Open English WordNet 2025 synset
accountable,answerable,Open English WordNet 2025 synset
accountancy,accounting,Open English WordNet 2025 synset
accountant,comptroller,Open English WordNet 2025 synset
accountant,controller,Open English WordNet 2025 synset
accounting,account,Open English WordNet 2025 synset
accounting,account statement,Open English WordNet 2025 synset
accounting,accountancy,Open English WordNet 2025 synset
accounting,accounting system,Open English WordNet 2025 synset
accounting,method of accounting,Open English WordNet 2025 synset
accounting entry,entry,Open English WordNet 2025 synset
accounting entry,ledger entry,Open English WordNet 2025 synset
accounting system,accounting,Open English WordNet 2025 synset
accounting system,method of accounting,Open English WordNet 2025 synset
accouter,accoutre,Open English WordNet 2025 synset
accoutre,accouter,Open English WordNet 2025 synset
accredit,credit,Open English WordNet 2025 synset
accredit,recognise,Open English WordNet 2025 synset
accredit,recognize,Open English WordNet 2025 synset
accredited,commissioned,Open English WordNet 2025 synset
accredited,licenced,Open English WordNet 2025 synset
accredited,licensed,Open English WordNet 2025 synset
accretion,accumulation,Open English WordNet 2025 synset
accrual,accruement,Open English WordNet 2025 synset
accrual,accumulation,Open English WordNet 2025 synset
accrue,fall,Open English WordNet 2025 synset
accruement,accrual,Open English WordNet 2025 synset
accruement,accumulation,Open English WordNet 2025 synset
acculturation,assimilation,Open English WordNet 2025 synset
acculturation,culture,Open English WordNet 2025 synset
accumbent,decumbent,Open English WordNet 2025 synset
accumbent,recumbent,Open English WordNet 2025 synset
accumulate,amass,Open English WordNet 2025 synset
accumulate,collect,Open English WordNet 2025 synset
accumulate,compile,Open English WordNet 2025 synset
accumulate,conglomerate,Open English WordNet 2025 synset
accumulate,cumulate,Open English WordNet 2025 synset
accumulate,gather,Open English WordNet 2025 synset
accumulate,hoard,Open English WordNet 2025 synset
accumulate,pile up,Open English WordNet 2025 synset
accumulate,roll up,Open English WordNet 2025 synset
accumulation,accretion,Open English WordNet 2025 synset
accumulation,accrual,Open English WordNet 2025 synset
accumulation,accruement,Open English WordNet 2025 synset
accumulation,aggregation,Open English WordNet 2025 synset
accumulation,assemblage,Open English WordNet 2025 synset
accumulation,collection,Open English WordNet 2025 synset
accumulative,cumulative,Open English WordNet 2025 synset
accumulator,accumulator register,Open English WordNet 2025 synset
accumulator,collector,Open English WordNet 2025 synset
accumulator,gatherer,Open English WordNet 2025 synset
accumulator,storage battery,Open English WordNet 2025 synset
accumulator register,accumulator,Open English WordNet 2025 synset
accuracy,truth,Open English WordNet 2025 synset
accurate,exact,Open English WordNet 2025 synset
accurate,precise,Open English WordNet 2025 synset
accurse,anathematise,Open English WordNet 2025 synset
accurse,anathematize,Open English WordNet 2025 synset
accurse,anathemise,Open English WordNet 2025 synset
accurse,anathemize,Open English WordNet 2025 synset
accurse,comminate,Open English WordNet 2025 synset
accurse,execrate,Open English WordNet 2025 synset
accursed,accurst,Open English WordNet 2025 synset
